he_word,en_word
הקרקעות,the lands
שהמספר,that the number
להשלכות,for the consequences
נותני,givers
למכבסה,to the laundry
גמישים,flexible
לברכיים,for the knees
תומכי,supporters
אמני,artists
נעלבת,offended
ואיתו,and with him
השרים,the ministers
יישר,correct
שסירבת,that you refused
פגישתנו,our meeting
החיפושית,the beetle
שישיית,sixth
השערורייה,the scandal
הגידולים,the tumors
החתיכת,the piece
הפטרון,the patron
לפידים,torches
עזות,boldness
הקוסמי,the cosmic
ויצר,and created
צובעת,coloring
בהודעות,in messages
מתואר,described
מאיזור,from the area
ידידו,his friend
לארגז,to the box
משוטר,policeman
אלווד,elwood
שחוסר,that lacked
כשאינך,when you are not
לוסיין,lucien
לחברינו,to our friends
השבורים,the broken
האפונה,the peas
פינבול,pinball
תדלוק,refueling
מעכבים,inhibitors
ונעלי,and my shoes
תמרח,spread
לדו-קרב,to a duel
בקונסוליה,at the consulate
לימוזינות,limousines
שיוצאות,that are coming out
קארמייקל,carmichael
יתחתנו,will get married
יתקבלו,will be accepted
שביקרת,that you visited
אנטואנט,antoinette
אפך,your nose
שטרלינג,sterling
לאביב,for spring
תיפגשי,meet up
מהמידע,from the information
ונספר,and we will count
יתלה,yatla
ובאיזו,and in which
כייפית,fun
רזא,reza
ממהירות,from speed
שחיינו,we lived
הבטחוני,security
דיזי,dizzy
האנדים,andes
שדין,shadyn
בכותרות,in the headlines
ביכולתך,in your ability
מרווה,sage
הדחיפה,the push
חשבונו,his account
שהעביר,who passed
הקלוש,the weak
המסגד,the mosque
כשלפתע,when suddenly
וגורמים,and factors
מתכחש,denying
אומנים,artists
בסדנה,in the workshop
חקלאית,agricultural
דוגאל,dougal
קטר,locomotive
חזות,appearance
שדחף,who pushed
קולטר,coulter
הבכתי,i was shocked.
כהות,darkness
תלעס,chew
לתחיה,to the resurrection
כרתו,cut off
שפרצו,that broke out
אקסוויר,xavier
וכעס,and anger
שדחפת,you pushed
מימדי,dimensions
מסורס,castrated
לדרקון,to the dragon
לקישוט,for decoration
שתהרגי,you will be killed.
היהי,be
עיקריים,main
בורגנדי,burgundy
מתפרצים,exploding
לעזרת,for help
girl,girl
בחומה,in the wall
מוחם,their brains
תוספתן,appendix
בהרגשה,in feeling
ותעלה,and you will go.
מבת,daughter
ותה,and tea
פרננדז,fernandez
נסדק,cracked
לשונית,tab
מקהלת,choir
florrick,florrick
מתמזגים,merging
זפלין,zeppelin
זים,gill
אוואן,evan
שננחת,we will land.
רבדל,rabdal
הבריחו,they smuggled
האמזונות,the Amazons
לאישי,for personal use
ועדות,committees
הבצורת,the drought
שלפניו,in front of him
לְמַהֵר,hurry
התאווה,lust
המחמאות,the compliments
הודענו,we announced
מודרניות,modernism
ננעלתי,i got locked out.
מודדים,measurers
מהרצח,from the murder
ושפל,and low
חשבוננו,our account
האמרגן,the promoter
יפחד,will be afraid
סוקרטס,socrates
תישנו,sleep.
בקולו,in his voice
תחייכו,smile.
באחוות,in brotherhood
הגשמת,fulfillment
שקיפות,transparency
סניוריטה,senorita
פסקי,rulings
חוואים,farmers
בציפורים,in birds
חרדות,anxieties
מחסומי,checkpoints
לטרייסי,to Tracy
לחברו,to his friend
בתנועת,in motion
העוגיה,the cookie
מהמאפיה,from the mafia
ונא,and yes
יחקרו,will investigate
ענתיקה,antique
מהבלגן,from the mess
ותחזיק,and hold on
בקרים,crimea
תבעטי,kick
וצעיר,and young
יחזק,strengthen
ניזונה,nourished
בכלבת,in rabies
בטחו,trust
קופות,cash registers
סווארק,swarak
מהמונית,from the taxi
לפרוט,detail
פדופילים,pedophiles
שניצור,we will create
נשענת,leaning
בסם,in the drug
נזדרז,let's hurry.
מפעילות,from activity
אתעסק,i will deal
הרסיסים,the fragments
מבטיחות,promise
בדירוג,in the ranking
בכלובים,in cages
מכיון,because
מאניון,manion
תקר,flat
לעס,chew
שמבוססת,which is based
לייטנינג,lightning
מתענג,enjoying
שגרתיים,routine
אהובתך,your beloved
בארצנו,in our country
הצבאים,the deer
זרועך,your arm
לכדנו,we captured
לחלונות,for windows
הנשקייה,the Armory
ריסוק,crushing
נהמה,roaring
בסופשבוע,on the weekend
ואמות,and my feet
האלוקים,god
תנוחו,rest.
לגביכם,about you
שקופיות,slides
בהצגת,in the presentation
מקש,key
ועייף,and tired
סדנת,workshop
מנשוא,unbearable
מלקקת,licking
לרובי,for Ruby
שתיגש,come on.
מטפח,cultivator
הקריסטלים,the crystals
חרמנים,horny
ה-100,the 100th
מיליציה,militia
ראנס,rance
אילמת,silent
קג,keg
חלופות,alternatives
למימד,to the dimension
שמתעסק,who is busy?
לליז,to Liz
בריאיון,in an interview
שנשלם,let's finish.
מקצועני,professional
גילך,your age
ילנה,yelena
הניסוח,the wording
פילוסופית,philosophical
subtitles,subtitles
בבטון,in concrete
הבאנג,the bang
נשיאותי,presidential
אלקינס,elkins
נלכדה,captured
מנהלות,directors
עקבותיה,her footprints
לתגמל,compensate
נזילה,leak
המתין,waited.
והתנהגות,and behavior
ומדהים,and amazing
הקיצוצים,the cuts
בושות,shame
ששלושתנו,the three of us
וחתיך,and handsome
ספקולציות,speculation
פוי,foy
שותפיו,his partners
וייטהול,whitehall
באבט,babette
היסטוריון,historian
ha,ha
פילמור,polymerization
השוויון,equality
שללנו,we ruled out
שמרטפות,babysitting
לנגוס,bite into
בתכם,your daughter
סנפירים,fins
לתשוקה,for passion
אכסניית,hostel
סמיתי,smithy
פידלר,fiedler
ברייאן,brian
קב,crutch
וולקני,volcanic
נסגרות,closing
סוקרה,sucre
שנשוחח,let's talk.
הרוסות,ruins
וגישה,and access
שיבוטים,clones
שלשנינו,both of us
הנכם,you are welcome.
שהסוכנות,that the agency
מוניטור,monitor
אינז,inez
חברתנו,our company
קאטו,cato
תמיכתו,his support
המיושנת,the old-fashioned
סיעודי,nursing
כרמל,carmel
יקוב,jacob
בשבילן,for them
וסתם,and just
שהתעוררת,you woke up.
האליוול,halliwell
השבץ,the stroke
במיטבה,at its best
הקמח,the flour
הזדיינה,fucked
מהשומרים,from the guards
מרבי,maximum
הייר,hair
פולטת,emitting
המפגרת,the retard
נשתכר,we will get drunk.
שתוך,inside
הליכון,walker
וצאי,and go out
מקווי,mcVey
המתמשך,the ongoing
נזרקת,thrown away
מערכון,sketch
nope,nope
בסריקה,in scanning
שהכרחת,that you forced
בדעתם,in their minds
בופה,buffet
לניידת,for mobile
שהפלתי,i miscarried
החליפין,the exchange
מתפוגג,disappearing
התלוננת,you complained.
תצמח,you will grow.
בחצוצרה,in the trumpet
צנתר,catheter
dude,dude
דיפלומטיה,diplomacy
שביקשו,who requested
שנגמור,let's finish.
העדת,the testimony
קלאן,clan
לליצן,to the clown
avi,avi
מאמך,from your mother
היכנשהו,somewhere
ובניגוד,and in contrast
zorro,fox
בניחוח,in the fragrance
חד-פעמית,one-time
שהורים,that parents
אתפנה,i will turn away.
האלקטרוניקה,electronics
שאבו,shabu
הרשום,registered
שתזרוק,throw it away
המענה,the answer
כאבו,pain
downrev.subs-צוות,downrev.subs-team
הימית,the Marine
שאתגעגע,i will miss you.
מכולה,container
מהתינוק,from the baby
דביבונים,raccoons
הנוקם,the Avenger
גרנת,garnet
האבידות,the losses
ימאי,sailor
מחסנים,warehouses
אשי,ashi
ורובי,and Ruby
won,won
שמכין,who prepares
נאפולי,naples
ברחבה,in the square
מנוהלת,managed
שמוכנה,ready
וניקי,and Nikki
תקלל,curse
התחברות,login
קובנים,cubans
חגי,hagai
המסומם,the drugged one
הסדין,the sheet
לנטל,for the burden
השפעתו,its influence
חמי,father-in-law
תציגי,show
קיאנו,keanu
אורבת,orbat
לבאס,to the bass
להפיג,relieve
ב-2008,in 2008
ותמיכה,and support
ייחלתי,i wished
ליר,lear
מטי,matti
המגנט,the magnet
האופטימיות,optimism
שנעשית,that you have become
בְּסֵדֶר,okay
מגבלה,restriction
ויקרס,vickers
בקסמים,by magic
ואיבד,and lost
ממרחקים,from a distance
תשגיחו,be careful.
הארכיטקט,the architect
הקדימו,advance
דרמות,dramas
היינץ,heinz
תולעי,worms
תיסעו,go.
פוטון,photon
אתני,ethnic
גריבס,greaves
במיידית,immediately
להרשם,register
הטעימה,the tasting
these,these
אשתין,ashtin
jb,jb
מנטל,mantle
very,very
לאנגלי,to English
סימנת,you marked
שיהפכו,to become
טאהו,tahoe
מזהמים,pollutants
תרבותיים,cultural
ומרגש,and exciting
תשכור,rent
שלורה,shlora
תחרותיים,competitive
המעסיקים,employers
לאמלל,to be miserable
החימוש,armament
בדרכן,on their way
מסייעים,assisting
להתרסקות,to crash
לינור,linor
ומדובר,and it is about
משהיא,from now on
הפריד,separated
תקרוס,you will collapse.
מציירים,painters
תסבוכת,tangle
השקטים,the Quiet Ones
שיחפשו,let them search
לסצנה,for the scene
ותנקה,and clean up
התחננו,beg
שישמש,to be used
להצגת,for display
ממכשיר,from device
ארלינגטון,arlington
מדברי,desert
בלחיצת,by clicking
לשבעה,for seven
שלפת,you pulled out
זרועותיך,your arms
נוטלים,taking
קפסולת,capsule
באיבר,in the organ
ומקומות,and places
אוטם,sealer
המצווה,the commandment
פונדקאי,host
ההקדמה,the introduction
כגיבוי,as a backup
אקריב,akrib
מסולק,removed
בילבו,bilbao
שאציל,i will appoint
גווייה,corpse
התפשטו,spread out
חקוק,engraved
שהעור,that the skin
שהעניק,who gave
חיידקי,bacterial
אטלפן,telephone
שמריח,that smells
מטמון,treasure
שלוש-עשרה,thirteen
חותרים,rowers
קוזמו,cosmo
האוכמניות,blueberries
זכויותיך,your rights
החלקלק,the slippery one
אפפא,apfa
בתחבורה,in transportation
תוססת,lively
אתוס,ethos
ספרך,your book
למסחר,commercialize
למייגן,for Megan
שריידר,schrader
ונראית,and you look
לגילך,for your age
קביעת,determination
שותל,planter
פינתי,corner
טאוני,tawney
שנאי,transformer
נֶחְמָד,nice
העדפות,preferences
פספסתם,you missed it.
ged,ged
מרחקים,distances
מרתיח,boiling
ולחלק,and to share
לאספקה,for supply
מביניכם,among you
בונר,bonner
אסתלק,i will leave.
שמצב,what a situation
בקטגוריה,in the category
מהצרות,from trouble
סיניור,senior
מהחפצים,from the objects
ווייאט,wyatt
חומצות,acids
אינטרפול,interpol
תיבהלי,i was scared.
תיהרס,will be destroyed
הפרארי,the Ferrari
פיוז,fuse
וטביעות,and imprints
תעבורה,traffic
ששים,sixty
